id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-198,Should-fix,Should-fix,dead-code,jasper/ (misc leaves),"jasper/audio_measurement/calibration.py:70; jasper/multiroom/snapcast_rpc.py:163,186; jasper/{spotify,google}_oauth.py:20; crossover_v2/sweep_spec.py:296; jasper/google_routes.py:31; jasper/calibration_agent/model_client.py:69; actions.py:34; subway.py:290; jasper/web/_common.py:1187-1211; correction_setup.py:3935; correction_crossover_backend.py:716; camilla_config_contract.py:53; rust/jasper-ring/src/writer.rs:471-490,495",The residual dead-def list after every indirection was checked (~150 LOC),"p0's AST+token sweep over 4,304 public defs left ~90 candidates and these survived: default_{spotify,google}_redirect_uri (test-only, docstrings claim callers that do not exist), ui_level_meter (2 L), GOOGLE_ROUTES_SECRET_FILE (a 4th spelling of a path with no Python caller), public_dict/commit_executor/StationInfo, csrf_fetch_helpers_js (its only live reference is a test asserting its ABSENCE from rendered HTML), _send_text, repeat_transaction, ACTIVE_OUTPUTD_CAPTURE_DEVICE, RingWriter::free_slots and reader_is_live_now (the only pub item in the Rust workspace with zero references anywhere, including its own file)",Delete each with its test,-150,"p0-orphans-2a,T03-C12,T03-C13,T05-C11,T16-2-C12,T16-3-C15,T21-C8",,steward-general,N
R-199,Nit,Should-fix,dead-code,jasper/ (repo-wide),"345 public defs / 6,879 LOC across 180 files (Python); 84 pub items (Rust)",Public-by-habit surface referenced nowhere outside its own file,"Top files: crossover_v2/round_views.py (10 defs/325 LOC), audio_runtime_plan.py (13/271), calibration_agent/cli.py (1/229), flat_spec_views.py (7/220), fanin/ring_health.py (4/211). Rust: jasper-host-clock 18, jasper-resampler 9, jasper-fanin/impulse_tap 8","Visibility tightening, not deletion; 10 of the 13 top files are in the in-flight tuning rightsize zone - hand the table to that program rather than opening a separate PR",0,"p0-orphans-2b,p0-orphans-8",w6..w9 tuning rightsize,tuning,N
R-200,Should-fix,Should-fix,dead-code,jasper/ (compat shims),"jasper/fanin_coupling.py:36-38,989; multiroom/runtime_balance.py:37-39; peering/rank.py:74-81; peering/config.py:238; multiroom/state.py:63-70; correction/state_guard.py; chip_aec/policy.py:75; install_profile.py:200-215; audio_measurement/playback.py:76-104; topology_tone.py:34; active_speaker/revalidation.py","A dozen aliases, pass-throughs and vacuous predicates whose migrations already happened","_VALID_COUPLINGS has 4 hits, all inside its own module; coupling_capture_kwargs_from_env is a pure alias whose name promises env-reading its own docstring denies, used at 14 sites vs 3 honest ones; two 'compatibility alias' shims are kept alive only by tests asserting the alias equals the real name; install_profile_allows_local_sources is vacuously True for every input and install_role_for_profile's own docstring says 'Role == profile now'; topology_tone._clamp_int is byte-identical to _common.bounded_int which the same file already imports from; PlaybackError = SweepPlaybackError carries a 5-line docstring justifying two names for one class",Delete each alias and repoint its call sites,-120,"p0-docs-10,T05-C12,T05-C13,T09-C12,T09-C11,T06-C13,T06-C14,T12-1-C14,T14-4-B",,steward-general,N
R-201,Should-fix,Should-fix,dead-code,jasper/ + rust/,"rust/jasper-host-clock/src/lib.rs:224,467,810,881-899,1810-1815,252-267; rust/jasper-fanin/src/host_clock.rs:557",jasper-host-clock never ticks its DLL but publishes it to /state,"self.dll.update() appears nowhere - only new/reset and two readers - so dll_err_frames() is always 0.0 and dll_locked() always false, and both are published to /state and pinned by tests/test_fanin_host_clock_contract.py:56. target_fill_frames is derived by fan-in, passed at construction and re-pinned every tick while the control law never reads it. final_result/final_response_ratio and last_result/response_ratio are a compat alias pair from the same two values with no consumer. ObsMode is a single-variant enum with an as_str, a config field, a /state field and a doctrine paragraph","Delete the Dll field, both accessors, the dll object, target_fill_frames and its per-tick call, the two aliases and ObsMode; drop the jasper-clock dependency; update the Python pins",-120,"T21-C2,T21-C4,T21-C6,T21-C10",,hardware-input,Y
R-202,Should-fix,Should-fix,dead-code,rust/,"rust/jasper-resampler/src/lib.rs:667,885-1035; rust/jasper-{fanin,outputd}/src/loudness.rs; rust/jasper-outputd/src/dac_content.rs:265-421","A test-only resampler API, two compat shims, an orphaned FIFO arm","BlockResampler/resample_i16/trim_to/pending_input_frames have zero production consumers - fan-in composes AudioRing+SincTable+RateController directly - and trim_to carries three dedicated tests (~80 LOC). Both loudness.rs files are bare `pub use jasper_tts_protocol::loudness::*` whose migration already happened. The dac-content FIFO arm (~180 prod + ~250 test LOC plus a /state surface) is armed by nothing in-tree: multiroom/reconcile.py:576,590,600 writes OUTPUTD_DAC_CONTENT_FIFO_ENV empty in ALL THREE branches","Delete trim_to and pending_input_frames outright, drive the golden pin through the production surface, delete both loudness.rs, and retire FifoReader/PeriodAssembler/DacContentSource::fifo with the serving_fifo//fifo_periods STATUS keys and their Python readers once the ADR-0220 metal run is confirmed",-700,"T21-C7,T19-1-B,T20-B,T20-C7",ADR-0220 removal condition stated,hardware-input,Y
R-203,Should-fix,Should-fix,dead-code,docs/,docs/historical/CLEANUP-moode-removal.md (1040); docs/historical/LAUNCH-READINESS.md (86); docs/REFACTOR-CUTOVER-2026-08.md (1694); docs/ux-audit-2026-09-03/PROMPT-subwoofer-deletion.md (201),"~3,000 doc lines whose subject is deleted or whose work has landed","The two historical files are referenced by no file in the repo including doc-map.toml, and CLEANUP-moode-removal points at deploy/debian-stack/ and jasper/cli/doctor.py, neither of which exists. REFACTOR-CUTOVER self-declares all eight sections VERIFIED-COMPLETE and its god file (program_analysis.py) is gone, but it never received the chunk-1 retirement ADR-0228 gave its sibling. PROMPT-subwoofer-deletion's ledger row is [x] and ADR-0236 records the same rulings",Delete the two historical orphans and the landed prompt; fold REFACTOR-CUTOVER's surviving rulings into an ADR and delete it,-3021,"p0-docs-9.1,p0-docs-9.2,p0-orphans-10",ADR-0236 landed,steward-general,Y
R-204,Should-fix,Should-fix,config-knobs,jasper/ + deploy/,"jasper_env_ledger.csv (829 tokens); .env.example:293-313,396-399; deploy/lib/install/python-runtime.sh:372-384,498-501",Only 27% of the JASPER_* surface is a knob anything turns,"227 live / 289 knob-nobody-turns / 190 knob-test-set-only / 66 test-harness-only / 40 DEAD-no-read / 15 test-only-read. 538 tokens are undocumented, including 69 live ones. The dead set includes an 8-key `sed '/^KEY=/d'` retirement scrub that runs on every deploy of every Pi forever, with a hand-copied streambox subset and no expiry, plus a .env.example tombstone block and two keys assigned in .env.example that nothing reads","Delete the 40 dead tokens, the tombstone block and the two live-but-unread assignments; replace the scrub with a one-shot migration marker",-45,"p0-config-1,p0-config-2a,p0-config-7.10,p0-config-7.6,T23-env-table",,steward-general,Y
R-205,Should-fix,Should-fix,config-knobs,tests/,"tests/test_env_vars_codified.py (257 lines, 69-entry allowlist)",The env guard passes while 479 knobs have no writer,"It asserts every env var read in jasper/ has 'some codification surface', and a prose mention in .env.example counts; its docstring cites AGENTS.md 'Codify, don't memorise', and `grep -c Codify AGENTS.md` = 0 (the doctrine was replaced 2026-08-26, ADR-0001)",Re-point the guard at 'read in prod => written by some prod surface or listed as an internal seam' and refresh the citation,0,"p0-config-1a,p0-config-7.9",,steward-general,Y
R-206,Should-fix,Should-fix,config-knobs,jasper/ + deploy/,"JASPER_WAKE_LEG_{DTLN,CHIP_AEC,CHIP_AEC_150,CHIP_AEC_210}; jasper/wake_legs.py; audio_profile_state.py; audio_validation.py; cli/doctor/wake.py; voice_daemon.py; deploy/bin/jasper-aec-reconcile:307-322,338; deploy/install.sh:1536",Four dormant wake legs are the biggest dormant-branch surface in the tree,Both writers hard-seed all four to 0 and no code path ever sets one to 1; the legs are lab-only (cli/wake_enroll.py:19 and cli/noise_capture.py:29 tell the operator to export them). ~240 occurrences across 6 production modules plus 4 test files,"Delete the four, or move them behind one JASPER_WAKE_LAB_LEGS list key",-400,p0-config-7.1,,hardware-input,Y
R-207,Should-fix,Should-fix,config-knobs,jasper/,"jasper/config.py:200-209,652-654; jasper/tts_routing.py:20; jasper/voice/daemon_main.py:255-263; jasper/cli/doctor/audio.py:525-581",JASPER_TTS_TRANSPORT has one legal value and three branching consumers,"config.py:206 raises for anything but outputd, and jasper-voice.service:184 sets it explicitly; daemon_main._tts_ready_detail's final return is unreachable; doctor/audio.check_tts_open:551-581 is the only cfg.tts_device reader and its 3 REASON_TTS_DEVICE_* codes are unreachable","Delete tts_transport, tts_device, both env vars, both _validate branches, TTS_TRANSPORT_ENV and ~35 dead lines plus 3 dead reason codes",-60,"T18-F7,p0-config-7.2",,steward-general,Y
R-208,Should-fix,Should-fix,config-knobs,jasper/,JASPER_DUCK_TRANSPORT=camilla; jasper/camilla.py:1228-1314 (Ducker); tests/test_camilla_ducker.py,"A duck transport branch nothing ships, with 474 lines behind it","Production is fanin (.env.example:162, jasper-voice.service:186); the camilla value selects an 87-line Ducker class for a path nothing ships","Delete the branch, the class and the tests - one fewer duck implementation",-474,p0-config-7.3,,steward-general,Y
R-209,Should-fix,Should-fix,config-knobs,jasper/audio_measurement/,jasper/audio_measurement/ramp.py:450-505; .env.example:364-395; alignment.py:25-42,"14 JASPER_RAMP_* knobs nobody sets, plus one threshold cached at import time","30 hits in .env.example, 19 in tests, 0 setters anywhere in deploy/, scripts/, systemd or any env file; the block's own comment says the defaults are 'conservative placeholders, NOT empirically derived'. Separately DEFAULT_CONFIDENCE_THRESHOLD = _env_threshold() reads JASPER_CAPTURE_ALIGNMENT_THRESHOLD at import and caches it in a module constant - a wizard-owned edit never reaches a long-lived daemon",Keep at most the two the ramp needs to vary per rig and make the rest plain constants; read the alignment threshold at call time or delete the knob,-80,"T12-2-C7,T12-2-C8",,tuning,N
R-210,Should-fix,Should-fix,config-knobs,jasper/ (integrations),jasper/calibration_agent/model_client.py:103-152,Four unrequested env knobs with zero consumers anywhere,"JASPER_CALIBRATION_ADVISOR_PROVIDER (rejects everything but 'openai'), _OPENAI_BASE_URL, _TIMEOUT_SEC and OPENAI_ADVISOR_MODEL appear nowhere else in the tree - not deploy/, docs/, install or tests; only _MODEL is exercised, in one test. Total text-model knobs in the tile: 7",Delete the four; key_provisioning already owns the one model knob,-50,T03-C6,,tuning,N
R-211,Should-fix,Should-fix,config-knobs,jasper/active_speaker/ + jasper/cli/doctor/,"JASPER_SEAT_LEVEL_{MIN_RISE_DB,SETTLED_AGREE_DB,SETTLE_TIMEOUT_S}; JASPER_ACTIVE_SPEAKER_{MODEL_ERROR_PATH,PRESET}; JASPER_DISK_WARN_PERCENT; JASPER_CORRECTION_STORAGE_WARN_BYTES; JASPER_WAKE_EVENTS_STORAGE_WARN_BYTES; ~20 JASPER_ACTIVE_SPEAKER_*_STATE; 4 JASPER_ACCEPT_*",~30 knobs exist only so tests can redirect a path,"grep over deploy/ scripts/ .github/ returns zero for all of them; seat_level_ramp already injects clock/sleep as parameters and the path overrides are already parameters (state_path=); the ACCEPT_* comment calls its own defaults 'conservative placeholders, NOT empirically derived'",Make them parameters or module constants that tests patch directly; delete the env reads,-60,"T14-4-C11,T10-C13,T11-note,T14-2-C9",,tuning,N
R-212,Should-fix,Should-fix,config-knobs,jasper/ (repo-wide),"jasper/config.py:763-771,913-927,835; jasper/conversation_history.py:339-381; rust/jasper-env/src/lib.rs:85-124; knobs_noval.json (229 tokens)",229 knobs are read in production and assigned nowhere,"Highest-value: JASPER_CONVERSATION_HISTORY_ENABLED (4 reads, 0 writers, while the /chat/ wizard writes conversation_history.env - verify it writes THIS key); JASPER_LIVE_CONTEXT_RESET_SEC (a Config field nothing supplies); four JASPER_VOLUME_REGRESS_* knobs with four range validators; three JASPER_SPOTIFY_*_URI overrides for a reverse proxy no config in the repo uses; JASPER_ENV_TEST_{U32,STRING,F32} - a Rust crate's own unit-test fixture names leaking into the product namespace","Triage by family: delete the ghosts, declare the 30 AEC3/WebRTC tuning knobs and 10 UDP ports a self-parsed lab pack per docs/extensibility.md, and rename the Rust test fixtures out of the product namespace",0,p0-config-2b,,steward-general,N
R-213,Should-fix,Should-fix,config-knobs,rust/,rust/jasper-fanin/src/config.rs:1126-1152; rust/jasper-outputd/src/core.rs:110; .env.example:138,Five JASPER_OUTPUTD_* assistant-loudness keys are parsed only by jasper-fanin,jasper-outputd uses AssistantLoudnessConfig::default() and never reads them; .env.example:138 claims they are 'consumed by fan-in ... and by outputd only in rollback/lab IPC mode' - false at HEAD. Setting them silently changes one daemon's loudness and not the other's. A daemon also owning config under another daemon's prefix,Move the parsing to jasper_tts_protocol::loudness::AssistantLoudnessConfig::from_env() (the struct and its Default already live there) and have both daemons call it,-30,"T19-1-F7,T19-2-E",,hardware-input,Y
